Ulasan,label_sentimen
kurang 1 order 2 barang datang 1 barang,negative
bahan bagus ukuranya oke,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg,neutral
ukuranya pas,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg,neutral
gagang kiri sama kanan beda bentuk nya,neutral
kualitas kaya harga 30ribuan kesal,positive
pesan crem terang datang lebih coklat iya,neutral
poko top belanja sekian kali nya berat badan 60 70 kg,positive
celana nya keren bahan adem halus mantap lah pokoke seller nya ramah banget bintang 7,positive
warna hitam mantull,neutral
pas bad bahan enak adem,positive
lumayan standar,positive
bagus,positive
navi warna pudar,neutral
ukuranya terlalu kecil,negative
lucu beli 3x sama sekarang sini tahun kemaren beli 36 37 37nya nyaman banget ampe sekarang awet akhir beli 38 harap lebih besar 37 eh malah ketat paha lebih sempit ukuranya 37 1 kata kocak,positive
tidak imbang potong,neutral
baju bagus kancing tidak sesuai gambar gambar kancing bewarna hitam yang datang kancing warna putih ukuranya baju tidak terlalu slim fit,positive
oke mendaraaaat sempurna ukuranya pas,positive
ciut cuci,neutral
bagus ukuranya pas,positive
jahit tidak rapi,negative
barang tidak sesuai model kayak reguler fit,negative
bahan tipis mirip kaos beli pasar malem 100 ribu dapat 3 pcs kecewah,neutral
baru sekali pakai resleting langsung rusak,negative
mantap keren cepat,positive
bucket hat bagus 2 warna bolak balik bahan tidak kaku jahit rapi,positive
bahan fitting bagus sesuai nyaman pakai,positive
bahan soso lingkar lengan terlalu lebar,neutral
pakai pertama kali kantong celana langsung jebol 3 pakai jahitanya selangkang lepas semua,neutral
proses lama padahal sesuai syarat kirim hr sama barang tidak sesuai packaging tidak rakit,neutral
nyata sizenya lebih besar biasa iya biasa pakai ukuranya xl pas kalau kaos jadi besar,positive
walaupun tukar ukuranya 37 tetap sempit banget padahal warna abu2 model sama muat awal beli ukuranya 36 tidak muat sama sekali biasa make celana ukuranya 3435 buat calon beli saran beli 23 ukuranya celana biasa di pakai,negative
kualitas produk bagus,positive
bahan bagus,positive
bagi kerah terlalu lebar,neutral
ukuranya pas,neutral
barang oke,positive
sangat bagus guna aktifitas hari hari,positive
ukuranya 36 rasa 32 tidak sesuai standar ukuranya celana,negative
beli beberapa warna yang warna navy kecewa bahan nya tidak 100 cotton 50 cotton 50 poliester cantum di kolom deskripsi,negative
terimakassiihhh moga aa aku suka yaaaa,positive
cakeeppp,neutral
desain celana nya suka,positive
ukuranya pas,neutral
bahan jahitanya jelek,negative
packing rapih aman kirim cepat respon toko cepat bahan beda yang beli dulu ukuranya pas tinggi badan 160 170 cmberat badan 80,positive
ukuranya pas,neutral
sablon miss bawah harus tidak penuh hitam gitu,negative
paket di terima baik baju jahit rapi,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 60 kg,neutral
makasih kaos sesuai pesan pas ukurunya makasih yah,positive
produk seller kurir moga awet,neutral
seller ajak ngobrol tidak nyambung kualitas produk buruk lho lebih murah kualitas jahit lebih bagus kecewa lah,positive
ukuranya pas,neutral
ukuranya pas,neutral
bagus,positive
ukuranya pas,neutral
barang bagus pesan sesuai gambar mantap pollll,positive
ukuranya terlalu kecil,negative
bahan panas,neutral
jahitanya bagus tidak sesuai deskripsi tidak streachmelar,positive
tidak bagus,negative
tidak sesuai ekspetasi bahan kasar kulit dobel kaos biar nyaman pakai item tidak masalah,positive
mantap banget barang nyabahan adem,positive
model tidak sesuai foto tidak sesuai pesan,negative
pinggir tidak lebar contoh foto kurang sesuai ekspektasi sih,negative
ukuranya pas,neutral
kualitas barang saya paling bagus pasar harga gin customer servicenya buruk,positive
ukuranya pas tinggi badan 160 cuma berat badan 60 kg,neutral
barang tidak sesuai,negative
iyaa tau harga segitu kok iya masa bahan sama sih kayak 25 ribu,negative
ukuranya pas,neutral
kirim lama ukuranya celana lebih ngatung nomor sama merek beda kualitas kain tidak terlalu tebal banyak benang tidak rapih,negative
bahan kain nya aneh banget kaya karung goni jahit jadi baju harga gin bisa dapat bahan lebih bagus,positive
wuihhhh bagus pis uyyy syukur paket darat selamat pesan sesuai deskripsi packing rapih safety cepat proses cepat kirim cepat sampai kualitas mantap harga kompetitif layan super ramah komunikasi systemnya super kooperatif,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 71 80 kg terima kasih,positive
ukuranya pas,neutral
ukuranya pas,neutral
ukuranya pas tinggi badan 161 170 cuma berat badan 50 60 kg,neutral
ukuranya pas,neutral
banyak benang2 keluar belum potong,negative
judul nya stretch asli tidak strech ny sama sekali bahan biasa harga sama kalau mall dapat barang lebih bagus jauh ekspektasi,positive
barang saya terima salah kurir bukan salah seller,neutral
barang bagus nyaman pakai tinggi badan 171175 berat badan 64kg,positive
tidak sesuai deskripsi produk pilih pola kotakkotak barang terima pola garisgaris,negative
syukur respon baik cepat barang dengan selamat terima kasih banyak seller,positive
yoo pertama kali beli sini lihat promosi tuker celana coffe shop sama sekali tidak nyesel sama cuttingan nya bahan nya manteb tidak nyesel beli sini toppp ukuranya pas tinggi badan 171 180 cuma berat badan 80 kg,positive
jahitanya kurang rapih bahan kurang bagus buat harga,neutral
ukuranya pas ukuranya terlalu kecil ukuranya terlalu besar,positive
kirim terlalu lama,negative
kaos bagus top,positive
kalau kata teh lumayan bagus sih mirip2 lah sama gesper jenis ada ecenem yuniklo,positive
you got what you paid for bahan liat murah banget cutting gakbagus,positive
barang nya oke lah packing nya tidak bagus topi nya jadi lipat lipat tempat packing nya kecil,negative
ukuranya pas,neutral
bahan kaos tipis padhaal 7200 cttn,neutral
barang bagus,positive
ukuranya celana 33 masuk kecil ukuranya celana yang 31 sama besar panjang sama celana ukuranya 33,positive
barang datang besar,positive
kain tipis,neutral
kualitas barang paling bagus pasar harga gin customer servicenya buruk,positive
kualitas kontrol mesti tingkat,neutral
bahan terlalu kaku,negative
sablon jelek banget,negative
lama tunggu,negative
lem jahitanya rapi ukuranya pas kaki ringan pakai nyaman pakai model keren,positive
ukuranya pas,neutral
ukuranya terlalu kecil,negative
sesuai pesan terimakasih sukses selalu,positive
suka pas kaki bagus puoll,positive
good,neutral
color is a little darker than expected but as long as it complements my gold ties its all good solid fabric used neat stitching present overall a competent produk compared to that horrendous sweater i bought from here a while back,neutral
ukuranya pas tinggi badan 160 170 cuma,neutral
ukuranya terlalu kecil,negative
awal coba dulu nyata celana oke ukuranya pas bisa extend pinggang sesuai deskripsi pas semata kaki dengan tinggi 168 langsung order yang 2 warna navy,positive
kerah tidak kaku,positive
kurang puas tidak sesuai expektasi terlalu tipis sederhana,positive
produk bagus sih beli,positive
barang nya bagus sampai,positive
i suka,positive
kirim sangat lama,negative
diskon jadi 129rb jahitanya kurang rapi banyak benang sisa bahan hitam cepat nempel bulu2 putih,positive
baru 1 kali pakai bagi leher baju melar,neutral
kirim warna hitam,neutral
sekian kali beli sini barang bagus harga jangkau,positive
kain nya bagus lembut,positive
biasa,negative
beli dua kali nya fitting an nya pas cocok,positive
saja bagus yang mau huruf d depan kombinasi warna keren,positive
warna lebih coklat ke abu2 kirim super duper lama seller lambat response sisa benang dimana2 lobangin kait kancing sendiri mikir2 belanja sini,positive
sekarang tipis bahan nya,neutral
pinggang kecil iya,neutral
kecewa tidak dapat stiker,negative
bagus kirim cepat kain adem,positive
belum pernah beli warna smoke krem ukuranya sama 35 yang sempit banget konsistensi jaga zipper terlalu licin rasa murah serius beda kualitas belum,positive
bagus banget masuk murah pakai banget ukuranya pas,positive
warna tidak sesuai foto,negative
bagus sih pentol topi atas tidak sama lidah topi terlalu lengkung,positive
cuttingannya jelek tiap baju beda2,negative
seller responsif sangat bantu produk sesuai kualitas baik kirim sesuai estimasi,positive
beli celana 3 ukuranya sama warna saja agak besar banget aduh,neutral
bahan kurang bagus ukuranya beda chinos warna padahal celana tiga saya beli jenis ukuranya sama somehow gede tidak slim fit kualitas kontrol nya minta tingkat,neutral
top produk,positive
bagus,positive
slim fit apa coba ownernya cobain dulu baru jual benar slim fit bukan,positive
bahan terlalu tipis,negative
luntur,neutral
kecewa bagi resleting karat,negative
di pakai baru tahap coba patah overall kualitas sangat lihat asa murah tidak sesuai harga jahitanya benang nya keluar2 barang reject tidak lolos kualitas kontrol sangat tidak rekomen,negative
ukuranya pas,neutral
kirim lambat lebih minggu,negative
ukuranya pas tinggi badan 171 180 cuma mantappppp,positive
belanja 2 kali nya tidak pernah kecewa kualitas barang nya terimakasih min moga toko makin besar banyak diskon tentu,positive
barang sesuai harga,positive
bahan bagus jahitanya nya rapi,positive
bahan nya tipis,neutral
bahan bagus tebal harga dapat bonus sisir saku,positive
harga segitu kualitas sangat oke,positive
cuma kurang kirim respon adminnya sih asa dulu beli houseofcuff responnya selalu ramah solutif kenapa sekarang jadi begini,positive
bad produk bad finishing harga gin sangat sangat tidak timpal bahan kasar kulit kurang nyaman gramasinya 20s tipis bagus 24s premium cotton 7200,positive
sizing tidak pas kecil padahal ikut pandu deskripsi bahan detail kurang harga gin,negative
biasa brng nya,negative
bahan lembut tebal adem nyaman buat aktivitas,positive
beli slimfit dateng reguler bahan sih lumayan,positive
soso bahan cukup lembut terlalu tipis,positive
ukuranya pas berat badan 78kg cocok pakai,positive
sablon jelek banget,negative
desain beda gambar,neutral
20s tipis,neutral
warna kurang bagus tipis,neutral
aman makasih baju bagus sesuai ukuranya ko makasih ka,positive
jujur kecewa sih produk satu packaging tidak niat jahitanya tidak rapih banyak benang beranta kerah agak sedikit gatal tidak wash tag ada branding hoc cuil kalau saya baik harga 40rb an padahal harap banyak toko official store lihat guna model bagus t neck nya kosong untuk depan lebih baik improve segi packaging jahit tidak lihat barang murah look saat pakai kurang muas,positive
bagus kemas rapi ekspetasi lebih prasangka besar overall okeee,positive
ukuranya pas,neutral
kecil ini,neutral
ukuranya sesuai sizechart kualitas bahan mantap sesuai harga topp,positive
yang 70rban kaki lima tipis banget nerawang bahan tidak nyaman pakai,negative
mantaps ukuranya pas,neutral
bahan bagus enak pakai jahitanya rapih warna deep black benar beli 2 sini thanks houseofcuff,positive
barang terima beli puaas kualitas,neutral
bahan bagus jual cepat response,positive
salah kirim return nya rumit lebih mudah bintang 1,neutral
mantap barang nya,positive
kirim cepat baru hari sampai nice sorry lupa fotoin,positive
ukuranya pas makasih kakak,neutral
barang biasa dan kirim sangat sangat lama,negative
ukuranya pas tinggi badan 171 180 cuma,neutral
produk oke bahan enak pakai ukuranya pas warna sesuai foto proses kirim cepat good,positive
kualitas barang,neutral
bagus,positive
ukuranya sesuai model keren,positive
ukuranya pas,neutral
bagus,positive
bahan baju lemeslemes,neutral
bagus kain halus adem,positive
motif tidak sesuai pesan ganti pemberitahuan sengaja pesan motif karena memang perlu malah jadi tidak pakai,negative
foto produk sangat yakin kualitas bross tidak asa premium tidak lihat premium,neutral
ukuranya pas,neutral
kualitas bahan turun biasa,negative
nice,neutral
mantap,positive
bahan bagus ukuranya pas oke lah,positive
potong jahitanya tidak rapih maaf kasih nilai sgtu,positive
ukuranya pasbarang bagus mantap,positive
nice,neutral
style kaosny good enough ukuranya m buat tb 174 kurang enough hehe,negative
mau ganti jumlah pesan tidak alas dipacking packing tidak niat sama sekali dengan tidak langsung nyuruh customer sendiri masukin box,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
ukuranya pas,neutral
2 kali order 1 waktu dua nya salah kirim warna barang di order mocca kirim abuabuini bilang bukan ketidaksengajaan andai salah 2 order dalam 1 waktu tsbsecara kualitas biasa sajaterimakasih,negative
ukuranya pas,neutral
bahan enak tidak buat panasukurannya pas,positive
kualitas barang bagus harga jangkau ukuranya pas,positive
ukuranya 38 jahit bagus rapi pas guna bbtb 72180 thank you kakak,positive
ukuranya tidak biasa terlalu besar,positive
nyata besar baik bahan enak pakai cuma mungkin jadi kurang nilai plus finishingnya soal lihat foto masih sisa bahan kayak jahitanya lebih di salah satu area mungkin kualitas kontrol nya kurang teliti di celana yang saya pesan,positive
ukuranya pas,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg,neutral
salah kirim barang tidak minta maaf sama sekali silah nikmat uang haram nya,negative
kualitas bahan tidak bagus tipis nerawang jauh beda sama produksi lama,negative
ukuranya pas tinggi badan 160 170 cuma mantaaabbb,positive
kualitas oke banget,positive
ukuranya pas,neutral
kualitas kaos ubah kaos jadi mudah bau ketiak bau sangat tidak enak padahal cara cuci sama biasa cuci bareng kaos lama baru bahan mudah bau mbek sempat nanya seller lewat inbox kata sih tidak ubah bahan entah kok gin soal rumah punya 57pcs model yang sama tidak bau keringat basah sekalipun ini beli tuju mau nambah stok rumah malah kecewa gin biasa produk indonesia kalau beli ikut suka ubah kualitas jadi ragu buat beli,negative
bahan nya bagus strech,positive
serius tidak salah judul iya bingung konsep jaket parka kok tipis banget iya dekat arah kemeja jadi jahitanya kurang rapih iya jahitanya standard sekali harga 220 ribu pun semi parka judul tidak parka sama sekali sih kecewa sih cuma yaudah lah hitung hitung ajar sekali beli sini,positive
kualitas buruk sesuai harga nya rendah,negative
order ke2 oke,positive
kualitas barang tidak baik kain tipis tembus cahaya pas cuci warna biru luntur parah tidak sudah beli sini,negative
syukur beli dua produk muas,neutral
bahan nya tidak bagus,negative
barang sesuai deskripsibagus,positive
dapat harga best deal banget kualitas hoodie oke sizing pas bb 65 tb 169cm bahan halus bagi tidak berudul,positive
ukuranya pas,neutral
ukuranya pas ukuranya terlalu besar tinggi badan 160 170 cuma berat badan 71 80 kg,positive
terlalu lama proses 2 hari baru kirim nyata ekspedisi kirim masalah makin tunda alhasil baju tidak pakai acara rencana walaupun spare beli 6 hari kalau baju tidak masalah barang dalam ada baik,neutral
ukuranya pas,neutral
